title,ingredients,directions,link,source,NER
Spaghetti Casserole,"[""1 lb. hamburger"", ""3 onions, chopped"", ""1 small pkg. spaghetti"", ""1 large pkg. cream cheese"", ""1 can tomato soup"", ""1 can milk (empty soup and use can to measure milk)"", ""7 to 8 olives, sliced""]","[""Cook spaghetti noodles as directed."", ""In frying pan, brown hamburger with onions. Add cream cheese, tomato soup, milk and olives."", ""Cook until thick and bubbly, then add spaghetti noodles. Put into large glass dish and cook in oven at 400\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1058807,Gathered,"['hamburger', 'onions', 'spaghetti', 'cream cheese', 'tomato soup', 'milk', 'olives']"
Barbecued Spoonburgers,"[""3 Tbsp. shortening"", ""3 lb. ground beef"", ""1 Tbsp. salt"", ""1/2 tsp. red pepper"", ""1 1/4 c. canned tomatoes"", ""3/4 c. catsup"", ""1 large chopped onion"", ""1 1/2 tsp. black pepper"", ""2 Tbsp. chili powder"", ""2 Tbsp. Worcestershire sauce"", ""1/4 c. flour""]","[""Melt shortening in skillet."", ""Lightly brown the ground beef with salt, black pepper, red pepper, onion and chili powder."", ""Sprinkle flour over mixture."", ""Stir in Worcestershire sauce, tomatoes and catsup."", ""Simmer 15 to 20 minutes."", ""Makes 18 to 20 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=845452,Gathered,"['shortening', 'ground beef', 'salt', 'red pepper', 'tomatoes', 'catsup', 'onion', 'black pepper', 'chili powder', 'Worcestershire sauce', 'flour']"
Stuffed Mushrooms,"[""18 large mushrooms, cleaned, stems removed and chopped (but reserved)"", ""vegetable oil"", ""1/4 c. water"", ""1/2 lb. sausage"", ""1/2 c. chopped onion/shallots"", ""2 cloves garlic"", ""1 (10 oz.) pkg. frozen spinach"", ""2 Tbsp. Parmesan cheese"", ""1 egg"", ""1/2 c. bread crumbs""]","[""Clean mushrooms and pat dry."", ""Then rub with oil."", ""Arrange them in a large 13 x 9-inch pan."", ""Add water."", ""Cook sausage until brown; remove to drain."", ""Reserve drippings to saute onion, garlic and stems."", ""Mix the sausage, spinach, egg, bread crumbs and Parmesan. Mix well, then stir in onion, garlic and stems.""]",www.cookbooks.com/Recipe-Details.aspx?id=907099,Gathered,"['mushrooms', 'vegetable oil', 'water', 'sausage', 'onion', 'garlic', 'frozen spinach', 'Parmesan cheese', 'egg', 'bread crumbs']"
Black Walnut Cake,"[""3 c. cake flour"", ""1 tsp. salt"", ""1 1/2 tsp. baking soda"", ""3/4 c. shortening"", ""1 c. sugar"", ""3 eggs"", ""1 1/2 c. dates"", ""1 c. black walnuts"", ""1 orange peel"", ""1 c. buttermilk"", ""1 tsp. vanilla"", ""orange topping""]","[""Sift flour, measure and sift again with salt and soda."", ""Cream shortening and sugar, add eggs one at a time, bearing well after each addition."", ""Add dates, nuts, orange peel and vanilla."", ""Add sifted dry ingredients to creamed mixture alternately with buttermilk."", ""Then into well-greased loaf pan."", ""Bake for 1 1/2 hours at 300\u00b0."", ""When baked, pour orange topping mixture over cake and allow to age for at least 24 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=766905,Gathered,"['cake flour', 'salt', 'baking soda', 'shortening', 'sugar', 'eggs', 'dates', 'black walnuts', 'orange peel', 'buttermilk', 'vanilla', 'orange topping']"
Calico Salad,"[""1 bunch radishes"", ""1 bunch fresh spinach"", ""1 small head iceberg lettuce"", ""3 medium size oranges"", ""1/2 medium size avocado"", ""4 thin slices Bermuda onion""]","[""Wash radishes, spinach and lettuce; chill in refrigerator. Save 2 or 3 radishes for \""roses;\"" crisp with ice cube."", ""Tear spinach leaves and lettuce into bite size pieces in salad bowl. Slice 5 or 6 radishes thinly."", ""Add to greens."", ""Peel oranges; cut into sections."", ""Cut avocado into bite size chunks or slices. Reserve 8 to 10 large onion rings."", ""Add remainder to salad."", ""Just before serving, add dressing and toss lightly."", ""Garnish with onion rings and radish \""roses.\"""", ""Serves 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=536082,Gathered,"['radishes', 'fresh spinach', 'head iceberg lettuce', 'oranges', 'avocado', 'thin slices Bermuda onion']"
Cornbread Salad,"[""1 (8 1/2 oz.) Jiffy cornbread mix, baked"", ""1 green pepper, diced"", ""2 tomatoes, diced"", ""1/2 large onion, diced"", ""1/3 c. pickle relish"", ""2 Tbsp. sweet pickle juice"", ""2/3 c. mayonnaise"", ""1 lb. sausage, browned and drained well with paper towels""]","[""Crumble up cornbread and mix with all other ingredients.""]",www.cookbooks.com/Recipe-Details.aspx?id=797250,Gathered,"['cornbread mix', 'green pepper', 'tomatoes', 'onion', 'pickle relish', 'sweet pickle juice', 'mayonnaise', 'sausage']"
Orange Cake,"[""1 c. sugar"", ""2 eggs"", ""1 piece of butter the size of an egg"", ""3/4 c. sour milk"", ""1 tsp. baking soda"", ""1 medium orange (peel)"", ""1 c. raisins"", ""1 3/4 c. flour"", ""1/2 tsp. salt"", ""juice of 1 orange"", ""1/2 c. sugar""]","[""Combine sugar, eggs, butter, sour milk and baking soda."", ""Grind twice the orange peel and raisins."", ""Add to mixture."", ""Add flour and salt."", ""Bake at 350\u00b0 for 25 minutes."", ""Make glaze from juice of orange and sugar."", ""Spread on cake while hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=1078680,Gathered,"['sugar', 'eggs', 'butter', 'sour milk', 'baking soda', 'orange', 'raisins', 'flour', 'salt', 'orange', 'sugar']"
Cavatini,"[""1 1/2 lb. sausage"", ""3 c. macaroni"", ""1 pkg. fresh mushrooms"", ""1 (48 oz.) jar Ragu sauce"", ""1 pkg. pepperoni"", ""4 c. shredded Mozzarella cheese""]","[""Brown sausage and drain."", ""Add mushrooms and cook."", ""Add Ragu. Cook and drain macaroni."", ""Layer in order, macaroni first; add meat mixture and top with cheese."", ""Cover with pepperoni and cover with foil and bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=827686,Gathered,"['sausage', 'macaroni', 'fresh mushrooms', 'sauce', 'pepperoni', 'Mozzarella cheese']"
Chicken Casserole,"[""3 c. cooked chicken, chopped"", ""2 c. cooked rice"", ""1 onion, chopped"", ""2 Tbsp. margarine"", ""1 can water chestnuts, sliced"", ""1 (2 oz.) jar pimentos"", ""1 c. garden peas, cooked"", ""1 small can mushrooms"", ""1 can cream of celery soup"", ""1/4 c. chicken broth"", ""1 can cream of mushroom soup"", ""1 small can French fried onion rings (reserve 1/4 c.)"", ""3/4 c. grated cheese"", ""1/3 c. stuffing mix (herbed)"", ""salt and pepper to taste""]","[""Saute onion and water chestnuts in margarine."", ""Mix all ingredients except cheese, stuffing mix and 1/4 cup onion rings. Place in greased casserole."", ""Top with cheese and stuffing mix. Bake at 350\u00b0 about 30 minutes or until bubbly."", ""Sprinkle 1/4 cup onion rings on top and bake another 5 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=163694,Gathered,"['chicken', 'rice', 'onion', 'margarine', 'water chestnuts', 'pimentos', 'garden peas', 'mushrooms', 'cream of celery soup', 'chicken broth', 'cream of mushroom soup', 'onion', 'grated cheese', 'stuffing mix', 'salt']"
Spinach Dip,"[""1 (10 oz.) pkg. frozen chopped spinach"", ""2 (8 oz.) pkg. cream cheese"", ""1/2 c. chopped green parsley"", ""1/2 c. chopped green onions"", ""1/2 tsp. salt"", ""1/2 tsp. Season-All"", ""1/2 tsp. black pepper"", ""1/4 tsp. garlic powder"", ""2 bottles Sangaree Punch"", ""5 oz. cognac"", ""2 oz. Triple Sec (cheaper) or quantro"", ""5 oz. vodka"", ""2 oz. Meyers rum (dark)""]","[""Slice paper thin California oranges, limes and lemons."", ""Pour punch over mold of ice."", ""Put fruit in 1 hour before. Whoop-see-doo!""]",www.cookbooks.com/Recipe-Details.aspx?id=406860,Gathered,"['spinach', 'cream cheese', 'green parsley', 'green onions', 'salt', 'Season-All', 'black pepper', 'garlic powder', 'cognac', 'Triple Sec', 'vodka', 'Meyers']"
Banana Pudding,"[""1/2 c. sugar"", ""2 Tbsp. flour"", ""1/4 tsp. salt"", ""2 c. milk"", ""1/4 c. sugar"", ""3 eggs, separated"", ""1 tsp. vanilla flavoring"", ""4 medium ripe bananas"", ""vanilla wafers""]","[""Mix sugar, flour and salt together in a saucepan."", ""Slowly add milk, stirring until smooth."", ""Heat to a full boil over medium high heat."", ""Reduce heat to low and continue."", ""Beat egg yolks in bowl. Add a little of the mixture to the yolks; stir."", ""Add yolks to milk mixture gradually."", ""Continue to cook for 5 minutes more."", ""Remove from heat and add vanilla.""]",www.cookbooks.com/Recipe-Details.aspx?id=855143,Gathered,"['sugar', 'flour', 'salt', 'milk', 'sugar', 'eggs', 'vanilla flavoring', 'bananas', 'vanilla wafers']"
Cream Puffs,"[""1/2 c. shortening"", ""1 c. boiling water"", ""1 c. sifted flour"", ""1 tsp. salt"", ""4 eggs""]","[""Add shortening to boiling water and bring to a boil."", ""Remove from heat."", ""Add flour and salt all at once and stir vigorously until ball forms in center of pan."", ""Cool slightly."", ""Add unbeaten eggs, one at a time, beating thoroughly after each egg."", ""Mixture should be very stiff."", ""Shape on greased cookie sheet by dropping from spoon or pastry bag."", ""Bake."", ""Cook medium size (3-inch) for 10 minutes at 450\u00b0 and 20 minutes at 350\u00b0."", ""Cool."", ""Cut slice off top. Fill with cream, ice cream or pudding."", ""Yield: 18 medium-size.""]",www.cookbooks.com/Recipe-Details.aspx?id=972500,Gathered,"['shortening', 'boiling water', 'flour', 'salt', 'eggs']"
Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 small can crushed pineapple, drained"", ""1/4 c. finely chopped green pepper"", ""3 Tbsp. finely chopped onion"", ""1 tsp. seasoned salt"", ""1 c. chopped pecans (mixed in)"", ""1 c. chopped pecans (on the outside)""]","[""Let cream cheese set at room temperature, then mix together.""]",www.cookbooks.com/Recipe-Details.aspx?id=481285,Gathered,"['cream cheese', 'pineapple', 'green pepper', 'onion', 'salt', 'pecans', 'pecans']"
Palachinke(Filled Pancakes)  ,"[""1 1/4 c. cake flour"", ""1 1/4 tsp. baking powder"", ""1/2 tsp. salt"", ""1 tsp. sugar"", ""1 c. milk"", ""2 egg yolks, beaten"", ""2 Tbsp. melted butter"", ""2 egg whites, stiffly beaten""]","[""Sift flour, measure and add baking powder, salt and sugar; sift once"", ""more."", ""Add milk to egg yolks."", ""Add flour mixture gradually; mix to smooth batter."", ""Add butter. Fold in egg whites. Bake on hot, greased griddle.""]",www.cookbooks.com/Recipe-Details.aspx?id=834464,Gathered,"['cake flour', 'baking powder', 'salt', 'sugar', 'milk', 'egg yolks', 'butter', 'egg whites']"
Pineapple Pie,"[""3 graham cracker crusts"", ""2 small cans sweetened condensed milk"", ""3 (8 oz.) containers Cool Whip topping (or two 12 oz.)"", ""2 small cans crushed pineapple, drained"", ""3/4 c. lemon juice"", ""1 c. chopped pecans""]","[""Combine pineapple, condensed milk and lemon juice."", ""Stir until thickened."", ""Fold in Cool Whip and nuts."", ""Divide into 3 graham crusts, chill and pig out.""]",www.cookbooks.com/Recipe-Details.aspx?id=671781,Gathered,"['graham cracker crusts', 'condensed milk', 'containers', 'pineapple', 'lemon juice', 'pecans']"
Onion Soup,"[""2 large onions, thinly sliced"", ""1 Tbsp. butter"", ""1 Tbsp. vegetable oil"", ""1/4 tsp. sugar"", ""2 Tbsp. flour"", ""6 c. beef broth"", ""1/4 c. white wine"", ""4 to 8 slices French bread"", ""2 tsp. vegetable oil"", ""1 to 2 c. grated Swiss cheese""]","[""Cook onions in butter and oil for 15 minutes in Dutch oven; stir occasionally."", ""Add sugar and cook 15 minutes until onions are brown."", ""Sprinkle onions with flour; blend in hot broth, wine and seasonings."", ""Simmer for 30 minutes."", ""Lightly toast garlic bread in 350\u00b0 oven for 20 minutes."", ""Baste each slice with 1/2 teaspoon oil and garlic."", ""Serve soup with toast floating on the soup. Sprinkle the toast with cheese."", ""Bake for 15 minutes."", ""Serve hot. Makes 4 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=590705,Gathered,"['onions', 'butter', 'vegetable oil', 'sugar', 'flour', 'beef broth', 'white wine', 'bread', 'vegetable oil', 'Swiss cheese']"
Doug Cooper'S Polynesian Black Bean Soup,"[""2 c. black turtle beans"", ""4 whole tomatoes, peeled and seeded"", ""1 1/2 c. favorite meat"", ""1 c. diced onion"", ""1 1/2 Tbsp. diced garlic, divided"", ""2 c. tomato juice"", ""32 oz. beef stock"", ""32 oz. chicken stock"", ""chopped parsley, salt and pepper""]","[""Boil beans in beef and chicken stocks until tender. Meanwhile, saute meat, onion and garlic."", ""Add diced tomatoes and juice after meat is cooked. Reduce this mixture to a paste. When beans are tender, remove 2/3 of beans and puree."", ""Combine pureed meat and bean puree. Put back into pot with beans."", ""Let simmer. Will thicken."", ""Season with salt and pepper. Garnish with parsley.""]",www.cookbooks.com/Recipe-Details.aspx?id=861793,Gathered,"['black turtle beans', 'tomatoes', 'favorite meat', 'onion', 'garlic', 'tomato juice', 'beef stock', 'chicken stock', 'parsley']"
Homemade Fruit Jello,"[""1 Tbsp. unflavored gelatin"", ""2 c. naturally sweetened fruit juice*"", ""1 to 2 c. sliced fruit (peaches, pears, grapes, bananas, berries, etc.)""]","[""Mix together 1/4 cup juice and gelatin."", ""Measure another 1/4 cup juice."", ""Boil it, then add the hot juice to the gelatin to dissolve."", ""Add the remaining juice and stir."", ""Put the jello in the refrigerator to set."", ""After the jello begins to set a little, add sliced fruit."", ""Return jello to refrigerator until firm."", ""Serves 4 to 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=469205,Gathered,"['unflavored gelatin', 'fruit juice', 'peaches']"
Garlic Herb Spread,"[""1/2 c. fresh parsley"", ""1 Tbsp. fresh thyme"", ""1 Tbsp. chopped fresh basil"", ""1 clove garlic, coarsely chopped"", ""1 Tbsp. fresh tarragon"", ""2 (8 oz.) pkg. cream cheese, cut into chunks"", ""1/2 c. butter, softened"", ""1 tsp. Worcestershire sauce"", ""1/2 tsp. red wine vinegar""]","[""In large food processor with chopping blade process parsley, thyme, basil, tarragon and garlic until finely chopped."", ""Add cream cheese, butter, Worcestershire and vinegar; process until well mixed and creamy."", ""Line a 1 1/4-quart plastic container or shallow bowl with plastic wrap. Spread herb cheese into container; refrigerate."", ""To serve, uncover container and invert cheese on to serving board or plate, remove container and plastic wrap. With small spatula or knife smooth surface. Garnish with fresh herbs.""]",www.cookbooks.com/Recipe-Details.aspx?id=503198,Gathered,"['fresh parsley', 'thyme', 'fresh basil', 'clove garlic', 'fresh tarragon', 'cream cheese', 'butter', 'Worcestershire sauce', 'red wine vinegar']"
Banana Fizz Favorite,"[""1 pkg. (4 serving size) Jell-O brand gelatin (any flavor) or use sugar-free gelatin"", ""3/4 c. boiling water"", ""1/2 c. cold water"", ""ice cubes"", ""1 banana, sliced""]","[""Dissolve gelatin in boiling water."", ""Combine cold water and ice cubes to make 1 1/4 cups; add to gelatin, stirring until slightly thickened."", ""Remove unmelted ice.""]",www.cookbooks.com/Recipe-Details.aspx?id=570315,Gathered,"['gelatin', 'boiling water', 'cold water', 'banana']"
Red Velvet Cake,"[""2 c. Wesson oil"", ""2 1/2 c. plain flour"", ""1 1/2 c. sugar"", ""1 c. buttermilk"", ""2 eggs"", ""2 tsp. cocoa"", ""2 tsp. soda"", ""1 tsp. baking powder"", ""1 tsp. vinegar"", ""1 oz. red food coloring"", ""1 tsp. vanilla""]","[""Grease and flour pans."", ""(Makes three (9-inch) layers.) Mix all ingredients together and bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1066141,Gathered,"['Wesson oil', 'flour', 'sugar', 'buttermilk', 'eggs', 'cocoa', 'soda', 'baking powder', 'vinegar', 'red food coloring', 'vanilla']"
Freezer Pie Crust,"[""3 lb. shortening"", ""5 lb. flour"", ""2 Tbsp. salt"", ""3 c. water"", ""1 c. white syrup""]","[""Combine water and white syrup in a very large bowl."", ""Add all other ingredients and mix well."", ""Roll into crust size balls, wrap and freeze."", ""Rolls out great."", ""Makes 20 to 24 balls.""]",www.cookbooks.com/Recipe-Details.aspx?id=707281,Gathered,"['shortening', 'flour', 'salt', 'water', 'white syrup']"
Quick Dessert,"[""1 angel food cake"", ""1 (2.1 oz.) pkg. vanilla pudding instant"", ""fresh or frozen fruit or canned (without sugar)"", ""1 carton lite Cool Whip""]","[""Slice cake to fit into 13 x 9-inch cake pan."", ""Mix pudding according to directions on package."", ""Spoon over cake."", ""Add your choice of fruit."", ""Cover with Cool Whip."", ""Refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=709659,Gathered,"['cake', 'vanilla pudding', 'without sugar']"
Vegetable Casserole,"[""1 can French-style string beans"", ""1 can Shoe Peg corn, drained"", ""1/2 c. celery"", ""1/2 c. onion"", ""1/2 c. green pepper"", ""1 can celery soup""]","[""Mix all ingredients together."", ""Cover with 1 stack crushed Ritz crackers combined with 1 stick melted margarine."", ""Put on top of mixed ingredients."", ""Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=307325,Gathered,"['beans', 'Peg corn', 'celery', 'onion', 'green pepper', 'celery soup']"
"My Friend Joyce'S ""Bathtub Casserole""","[""1 lb. ground beef"", ""1 lb. mild pork sausage"", ""1 medium onion, chopped"", ""1 green pepper, chopped"", ""1 (3 1/2 oz.) pkg. pepperoni slices, chopped"", ""1 (28 oz.) can crushed tomatoes"", ""1 (26 1/2 oz.) can spaghetti sauce"", ""1 (16 oz.) jar mild salsa"", ""1 (4 1/2 oz.) can sliced mushrooms, drained"", ""1 (10 oz.) jar pepperoncini salad peppers, drained and sliced"", ""1 (16 oz.) pkg. shell macaroni, cooked"", ""1 c. Parmesan cheese, grated"", ""4 c. Mozzarella cheese, shredded (1 lb.)""]","[""Cook ground beef and next 3 ingredients in a large skillet over medium heat, stirring, until meat browns and crumbles. Drain well; set aside."", ""Combine chopped pepperoni and next 5 ingredients in a large bowl; stir in meat mixture and cooked pasta shells."", ""Spoon half of mixture into 2 lightly greased 11 x 7 x 1 1/2-inch baking dishes."", ""Sprinkle with half of Parmesan and Mozzarella cheeses."", ""Top with remaining pasta mixture."", ""Bake at 350\u00b0 for 30 minutes or until heated; top with remaining cheeses. Bake 5 additional minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=808646,Gathered,"['ground beef', 'pork sausage', 'onion', 'green pepper', 'pepperoni slices', 'tomatoes', 'spaghetti sauce', 'salsa', 'mushrooms', 'pepperoncini salad peppers', 'shell macaroni', 'Parmesan cheese', 'Mozzarella cheese']"
